transcript_id,video_id,video_name,text,start,finish
"transcript_video34_13_184","video34","Mind-Bending Thrillers","Discover the world of culinary delights in 'Taste of Culture.' In this episode, our chef, Carlos Rodriguez, takes you on a culinary journey to explore international cuisines. From spicy curries to delicate pastries, you'll experience a symphony of flavors from around the globe.",13000,184000
"transcript_video34_204_219","video34","Mind-Bending Thrillers","Our guest today is Dr. Laura Adams, a clinical psychologist, who sheds light on the importance of mental health. We explore the stigma surrounding mental health issues, strategies for managing stress and anxiety, and the role of therapy in personal growth. Join us for an insightful conversation that promotes mental well-being.",204000,219000
"transcript_video34_225_240","video34","Mind-Bending Thrillers","Welcome to a new episode of 'Exploring Nature.' Join us as we embark on an adventure through the Amazon Rainforest. Our guide, Maria Hernandez, introduces us to the diverse wildlife and rich biodiversity of this unique ecosystem. Learn about the conservation efforts to protect this vital part of our planet.",225000,240000
"transcript_video35_5_300","video35","A World of Science","Join us as we explore the world of photography with acclaimed photographer, Olivia Walker. We discuss the art of capturing moments, techniques for taking stunning photos, and the impact of visual storytelling. Whether you're a professional photographer or an amateur enthusiast, you'll find inspiration in this episode.",5000,300000
"transcript_video35_313_321","video35","A World of Science","Travel back in time with archaeologist, Sarah Turner, as we uncover the mysteries of ancient Rome. Learn about the architecture, culture, and daily life of this iconic civilization. If you're a history enthusiast or simply curious about the past, this episode is a treasure trove of knowledge.",313000,321000
"transcript_video35_335_341","video35","A World of Science","Ever wondered about the world of entrepreneurship? In this episode, we sit down with successful business owner, Alex Turner. From launching a startup to overcoming challenges, we explore the entrepreneurial journey. Whether you're an aspiring entrepreneur or simply curious about the business world, this episode offers valuable insights.",335000,341000
"transcript_video36_16_283","video36","Hilarious Sitcom Classics","Join us as we explore the world of photography with acclaimed photographer, Olivia Walker. We discuss the art of capturing moments, techniques for taking stunning photos, and the impact of visual storytelling. Whether you're a professional photographer or an amateur enthusiast, you'll find inspiration in this episode.",16000,283000
"transcript_video36_293_298","video36","Hilarious Sitcom Classics","Travel back in time with archaeologist, Sarah Turner, as we uncover the mysteries of ancient Rome. Learn about the architecture, culture, and daily life of this iconic civilization. If you're a history enthusiast or simply curious about the past, this episode is a treasure trove of knowledge.",293000,298000
"transcript_video36_315_323","video36","Hilarious Sitcom Classics","Welcome to a journey through the cosmos! Dr. John Parker, an astrophysicist, takes us on a thrilling adventure to explore the mysteries of the universe. We discuss black holes, the search for extraterrestrial life, and the latest breakthroughs in space exploration. Prepare to be amazed by the wonders of the cosmos.",315000,323000
"transcript_video37_2_151","video37","The Music of Nature","Welcome to a journey through the cosmos! Dr. John Parker, an astrophysicist, takes us on a thrilling adventure to explore the mysteries of the universe. We discuss black holes, the search for extraterrestrial life, and the latest breakthroughs in space exploration. Prepare to be amazed by the wonders of the cosmos.",2000,151000
"transcript_video37_162_224","video37","The Music of Nature","Are you a book lover? If so, you won't want to miss this episode of 'Bookworm's Paradise.' Join our host, Emma Taylor, as she reviews some of the most captivating books of the year. From thrilling mysteries to heartwarming romances, we've got something for every reader.",162000,224000
"transcript_video37_236_353","video37","The Music of Nature","Welcome to a journey through the cosmos! Dr. John Parker, an astrophysicist, takes us on a thrilling adventure to explore the mysteries of the universe. We discuss black holes, the search for extraterrestrial life, and the latest breakthroughs in space exploration. Prepare to be amazed by the wonders of the cosmos.",236000,353000
"transcript_video37_367_390","video37","The Music of Nature","Our guest today is Dr. Laura Adams, a clinical psychologist, who sheds light on the importance of mental health. We explore the stigma surrounding mental health issues, strategies for managing stress and anxiety, and the role of therapy in personal growth. Join us for an insightful conversation that promotes mental well-being.",367000,390000
"transcript_video38_18_208","video38","Planet Earth's Beauty","Ever wondered about the world of entrepreneurship? In this episode, we sit down with successful business owner, Alex Turner. From launching a startup to overcoming challenges, we explore the entrepreneurial journey. Whether you're an aspiring entrepreneur or simply curious about the business world, this episode offers valuable insights.",18000,208000
"transcript_video38_208_296","video38","Planet Earth's Beauty","Our guest today is Dr. Laura Adams, a clinical psychologist, who sheds light on the importance of mental health. We explore the stigma surrounding mental health issues, strategies for managing stress and anxiety, and the role of therapy in personal growth. Join us for an insightful conversation that promotes mental well-being.",208000,296000
"transcript_video38_300_382","video38","Planet Earth's Beauty","In this episode, we delve into the fascinating world of artificial intelligence. Our guest, Dr. Sarah Anderson, shares insights into the latest advancements in AI and its potential impact on various industries. We discuss the ethical considerations of AI, its applications in healthcare, and the future of AI research. Tune in to gain a deeper understanding of this transformative technology.",300000,382000
"transcript_video38_392_446","video38","Planet Earth's Beauty","In 'Tech Trends,' we discuss the latest innovations in the world of technology. Our host, John Roberts, explores topics such as virtual reality, 5G networks, and the impact of technology on everyday life. Get ready for an insightful journey into the rapidly changing tech landscape.",392000,446000
"transcript_video39_4_262","video39","Epic Space Exploration","In this episode, we delve into the fascinating world of artificial intelligence. Our guest, Dr. Sarah Anderson, shares insights into the latest advancements in AI and its potential impact on various industries. We discuss the ethical considerations of AI, its applications in healthcare, and the future of AI research. Tune in to gain a deeper understanding of this transformative technology.",4000,262000
"transcript_video39_268_338","video39","Epic Space Exploration","In this episode, we explore the world of sustainable living with eco-entrepreneur, Lisa Davis. Discover eco-friendly practices, from reducing waste and conserving energy to embracing green technologies. We discuss the impact of climate change and the role of individuals in creating a more sustainable future.",268000,338000
