episode_id,podcast_id,podcast_name,user_id,video_name,reaction,comment,shares,impressions,engagement_timestamp
episode_video30,podcast7,Historical Mysteries,user9,Green Earth: Sustainable Living,positive,I learned something new today. Thanks for the informative video!,10,1,59000
episode_video11,podcast1,Business Buzz,user7,Spectacular Sports Moments,neutral,The visuals in this video were amazing. I was glued to the screen.,10,6,128000
episode_video31,podcast7,Historical Mysteries,user12,Ancient Myths and Legends,negative,"The comments section brought me here, and I'm not disappointed.",7,6,62000
episode_video32,podcast7,Historical Mysteries,user10,The Quest for Adventure,negative,"I watched this video twice, it's that good! Kudos to the creator.",0,4,178000
episode_video8,podcast1,Business Buzz,user8,The Universe Unveiled,negative,"The comments section brought me here, and I'm not disappointed.",8,3,106000
episode_video35,podcast8,Fictional Worlds,user6,A World of Science,neutral,The practical tips in this video will definitely come in handy.,3,4,208000
episode_video39,podcast9,Career Insights,user0,Epic Space Exploration,neutral,"The comments section brought me here, and I'm not disappointed.",5,3,308000
episode_video26,podcast4,Planet Earth Unplugged,user8,The Secrets of Science,positive,The presenter's sense of humor made this video enjoyable and fun.,8,8,73000
episode_video8,podcast1,Business Buzz,user0,The Universe Unveiled,negative,This video explained the concept so clearly. I finally get it!,3,6,25000
episode_video39,podcast9,Career Insights,user18,Epic Space Exploration,negative,The presenter's sense of humor made this video enjoyable and fun.,0,2,214000
episode_video25,podcast4,Planet Earth Unplugged,user4,High-Stakes Heist Operation,neutral,I can't believe I've been missing out on this content. Subscribed!,3,4,38000
episode_video33,podcast8,Fictional Worlds,user13,Emotional Human Journeys,neutral,The practical tips in this video will definitely come in handy.,7,1,24000
episode_video6,podcast0,Tech Talk Daily,user7,Wildlife Under the Sea,positive,"The comments section brought me here, and I'm not disappointed.",2,10,67000
episode_video11,podcast1,Business Buzz,user5,Spectacular Sports Moments,positive,"I watched this video twice, it's that good! Kudos to the creator.",1,3,174000
episode_video23,podcast3,Mindful Living,user17,Legal Battles in the Courtroom,negative,I appreciate the effort put into making this video. Well done!,9,8,92000
episode_video9,podcast1,Business Buzz,user1,Heartfelt Family Reunions,neutral,"I watched this video twice, it's that good! Kudos to the creator.",6,0,186000
episode_video25,podcast4,Planet Earth Unplugged,user12,High-Stakes Heist Operation,negative,I appreciate the effort put into making this video. Well done!,10,7,69000
episode_video0,podcast0,Tech Talk Daily,user12,Exploring the Amazon Rainforest,neutral,I appreciate the effort put into making this video. Well done!,8,10,263000
episode_video7,podcast0,Tech Talk Daily,user19,Inspirational Stories of Resilience,negative,I learned something new today. Thanks for the informative video!,2,8,186000
episode_video0,podcast0,Tech Talk Daily,user13,Exploring the Amazon Rainforest,positive,The practical tips in this video will definitely come in handy.,7,5,501000
episode_video38,podcast9,Career Insights,user0,Planet Earth's Beauty,positive,The presenter's sense of humor made this video enjoyable and fun.,1,10,334000
episode_video25,podcast4,Planet Earth Unplugged,user15,High-Stakes Heist Operation,positive,I can't believe I've been missing out on this content. Subscribed!,9,0,161000
episode_video2,podcast0,Tech Talk Daily,user2,Saving Endangered Species,negative,"I watched this video twice, it's that good! Kudos to the creator.",1,4,194000
episode_video11,podcast1,Business Buzz,user10,Spectacular Sports Moments,negative,I can't believe I've been missing out on this content. Subscribed!,6,8,47000
episode_video35,podcast8,Fictional Worlds,user18,A World of Science,neutral,"I shared this video with my friends, it's too good to keep to myself.",6,5,349000
episode_video29,podcast7,Historical Mysteries,user14,Exploring World Art,negative,"The comments section brought me here, and I'm not disappointed.",8,10,113000
episode_video3,podcast0,Tech Talk Daily,user10,The Art of Filmmaking,positive,"I watched this video twice, it's that good! Kudos to the creator.",10,1,213000
episode_video23,podcast3,Mindful Living,user2,Legal Battles in the Courtroom,negative,I appreciate the effort put into making this video. Well done!,8,4,330000
episode_video14,podcast2,True Crime Chronicles,user19,Architectural Wonders,neutral,"The comments section brought me here, and I'm not disappointed.",3,9,473000
episode_video27,podcast5,Foodie Adventures,user10,Light-Hearted Romantic Comedy,positive,"I shared this video with my friends, it's too good to keep to myself.",7,9,30000
episode_video25,podcast4,Planet Earth Unplugged,user19,High-Stakes Heist Operation,neutral,"I shared this video with my friends, it's too good to keep to myself.",5,1,44000
episode_video0,podcast0,Tech Talk Daily,user14,Exploring the Amazon Rainforest,positive,This video explained the concept so clearly. I finally get it!,7,10,24000
episode_video23,podcast3,Mindful Living,user5,Legal Battles in the Courtroom,positive,The presenter's sense of humor made this video enjoyable and fun.,5,8,173000
episode_video24,podcast4,Planet Earth Unplugged,user9,A Taste of Home,neutral,"I shared this video with my friends, it's too good to keep to myself.",2,4,218000
episode_video5,podcast0,Tech Talk Daily,user14,Culinary Delights of Italy,negative,"I watched this video twice, it's that good! Kudos to the creator.",9,0,267000
episode_video25,podcast4,Planet Earth Unplugged,user16,High-Stakes Heist Operation,positive,I can't believe I've been missing out on this content. Subscribed!,9,8,64000
episode_video14,podcast2,True Crime Chronicles,user4,Architectural Wonders,positive,The presenter's sense of humor made this video enjoyable and fun.,10,6,399000
episode_video21,podcast3,Mindful Living,user3,Inside the Human Mind,positive,This video explained the concept so clearly. I finally get it!,3,0,196000
episode_video3,podcast0,Tech Talk Daily,user18,The Art of Filmmaking,neutral,The visuals in this video were amazing. I was glued to the screen.,3,7,271000
episode_video11,podcast1,Business Buzz,user15,Spectacular Sports Moments,positive,I appreciate the effort put into making this video. Well done!,10,7,270000
episode_video25,podcast4,Planet Earth Unplugged,user11,High-Stakes Heist Operation,negative,"I shared this video with my friends, it's too good to keep to myself.",0,8,15000
episode_video37,podcast8,Fictional Worlds,user17,The Music of Nature,positive,The practical tips in this video will definitely come in handy.,5,4,221000
episode_video37,podcast8,Fictional Worlds,user10,The Music of Nature,negative,I appreciate the effort put into making this video. Well done!,4,6,11000
episode_video29,podcast7,Historical Mysteries,user12,Exploring World Art,neutral,"The comments section brought me here, and I'm not disappointed.",3,7,374000
episode_video19,podcast2,True Crime Chronicles,user0,Innovation and Technology Today,negative,The visuals in this video were amazing. I was glued to the screen.,6,7,131000
episode_video35,podcast8,Fictional Worlds,user12,A World of Science,negative,The practical tips in this video will definitely come in handy.,8,4,305000
episode_video15,podcast2,True Crime Chronicles,user18,A Journey Through Japan,negative,"The comments section brought me here, and I'm not disappointed.",9,6,27000
episode_video11,podcast1,Business Buzz,user11,Spectacular Sports Moments,negative,"The comments section brought me here, and I'm not disappointed.",10,5,118000
episode_video36,podcast8,Fictional Worlds,user11,Hilarious Sitcom Classics,positive,I can't believe I've been missing out on this content. Subscribed!,2,9,103000
episode_video10,podcast1,Business Buzz,user0,The Enchanted Forest,negative,This video explained the concept so clearly. I finally get it!,1,1,179000
episode_video2,podcast0,Tech Talk Daily,user14,Saving Endangered Species,negative,"The comments section brought me here, and I'm not disappointed.",3,7,105000
episode_video28,podcast6,The Comedy Corner,user0,Edge of Your Seat Thrillers,negative,This video explained the concept so clearly. I finally get it!,7,3,235000
episode_video13,podcast1,Business Buzz,user18,Crime Solvers: Unsolved Mysteries,neutral,The practical tips in this video will definitely come in handy.,3,3,117000
episode_video6,podcast0,Tech Talk Daily,user6,Wildlife Under the Sea,positive,The presenter's sense of humor made this video enjoyable and fun.,4,10,53000
episode_video3,podcast0,Tech Talk Daily,user2,The Art of Filmmaking,negative,This video explained the concept so clearly. I finally get it!,1,5,123000
episode_video28,podcast6,The Comedy Corner,user2,Edge of Your Seat Thrillers,positive,This video explained the concept so clearly. I finally get it!,0,5,253000
episode_video30,podcast7,Historical Mysteries,user13,Green Earth: Sustainable Living,neutral,"I watched this video twice, it's that good! Kudos to the creator.",0,9,177000
episode_video8,podcast1,Business Buzz,user9,The Universe Unveiled,positive,This video explained the concept so clearly. I finally get it!,2,8,1000
episode_video32,podcast7,Historical Mysteries,user1,The Quest for Adventure,neutral,This video explained the concept so clearly. I finally get it!,4,9,183000
episode_video34,podcast8,Fictional Worlds,user3,Mind-Bending Thrillers,neutral,"The comments section brought me here, and I'm not disappointed.",5,4,198000
episode_video8,podcast1,Business Buzz,user7,The Universe Unveiled,negative,I can't believe I've been missing out on this content. Subscribed!,9,2,124000
episode_video33,podcast8,Fictional Worlds,user6,Emotional Human Journeys,negative,The practical tips in this video will definitely come in handy.,3,1,80000
episode_video7,podcast0,Tech Talk Daily,user14,Inspirational Stories of Resilience,positive,This video explained the concept so clearly. I finally get it!,10,9,111000
episode_video22,podcast3,Mindful Living,user14,Beautiful World Music,neutral,"I shared this video with my friends, it's too good to keep to myself.",5,5,38000
episode_video13,podcast1,Business Buzz,user9,Crime Solvers: Unsolved Mysteries,neutral,I learned something new today. Thanks for the informative video!,1,3,378000
episode_video1,podcast0,Tech Talk Daily,user19,The Quest for Mars,positive,The presenter's sense of humor made this video enjoyable and fun.,6,7,168000
episode_video7,podcast0,Tech Talk Daily,user1,Inspirational Stories of Resilience,negative,I can't believe I've been missing out on this content. Subscribed!,3,6,184000
episode_video1,podcast0,Tech Talk Daily,user5,The Quest for Mars,neutral,This video explained the concept so clearly. I finally get it!,2,10,207000
episode_video0,podcast0,Tech Talk Daily,user2,Exploring the Amazon Rainforest,negative,I learned something new today. Thanks for the informative video!,8,3,396000
episode_video17,podcast2,True Crime Chronicles,user6,Survival in the Wild,positive,The practical tips in this video will definitely come in handy.,8,7,33000
episode_video10,podcast1,Business Buzz,user17,The Enchanted Forest,neutral,The practical tips in this video will definitely come in handy.,6,7,76000
episode_video39,podcast9,Career Insights,user1,Epic Space Exploration,negative,The practical tips in this video will definitely come in handy.,4,4,83000
episode_video6,podcast0,Tech Talk Daily,user15,Wildlife Under the Sea,neutral,The visuals in this video were amazing. I was glued to the screen.,5,5,31000
episode_video19,podcast2,True Crime Chronicles,user9,Innovation and Technology Today,neutral,"I shared this video with my friends, it's too good to keep to myself.",6,6,399000
episode_video14,podcast2,True Crime Chronicles,user13,Architectural Wonders,positive,I learned something new today. Thanks for the informative video!,6,2,220000
episode_video31,podcast7,Historical Mysteries,user0,Ancient Myths and Legends,positive,I can't believe I've been missing out on this content. Subscribed!,4,1,18000
episode_video17,podcast2,True Crime Chronicles,user5,Survival in the Wild,neutral,"I watched this video twice, it's that good! Kudos to the creator.",5,4,409000
episode_video3,podcast0,Tech Talk Daily,user12,The Art of Filmmaking,negative,The practical tips in this video will definitely come in handy.,6,7,372000
episode_video34,podcast8,Fictional Worlds,user17,Mind-Bending Thrillers,positive,The practical tips in this video will definitely come in handy.,4,5,181000
episode_video22,podcast3,Mindful Living,user18,Beautiful World Music,negative,The presenter's sense of humor made this video enjoyable and fun.,4,4,225000
episode_video20,podcast3,Mindful Living,user0,Mysteries of Ancient Egypt,positive,This video explained the concept so clearly. I finally get it!,2,7,78000
episode_video31,podcast7,Historical Mysteries,user0,Ancient Myths and Legends,positive,The presenter's sense of humor made this video enjoyable and fun.,5,8,46000
episode_video21,podcast3,Mindful Living,user14,Inside the Human Mind,negative,"I shared this video with my friends, it's too good to keep to myself.",3,9,94000
episode_video11,podcast1,Business Buzz,user7,Spectacular Sports Moments,neutral,I can't believe I've been missing out on this content. Subscribed!,3,10,123000
episode_video19,podcast2,True Crime Chronicles,user10,Innovation and Technology Today,neutral,This video explained the concept so clearly. I finally get it!,10,10,6000
episode_video15,podcast2,True Crime Chronicles,user12,A Journey Through Japan,positive,"The comments section brought me here, and I'm not disappointed.",6,3,32000
episode_video35,podcast8,Fictional Worlds,user4,A World of Science,negative,I can't believe I've been missing out on this content. Subscribed!,1,5,105000
episode_video33,podcast8,Fictional Worlds,user19,Emotional Human Journeys,neutral,This video explained the concept so clearly. I finally get it!,6,5,100000
episode_video17,podcast2,True Crime Chronicles,user8,Survival in the Wild,positive,I appreciate the effort put into making this video. Well done!,3,2,38000
episode_video9,podcast1,Business Buzz,user0,Heartfelt Family Reunions,negative,"I watched this video twice, it's that good! Kudos to the creator.",3,3,56000
episode_video4,podcast0,Tech Talk Daily,user9,Epic World History,positive,"I shared this video with my friends, it's too good to keep to myself.",3,7,458000
episode_video13,podcast1,Business Buzz,user19,Crime Solvers: Unsolved Mysteries,negative,"I watched this video twice, it's that good! Kudos to the creator.",2,0,221000
episode_video20,podcast3,Mindful Living,user9,Mysteries of Ancient Egypt,neutral,The practical tips in this video will definitely come in handy.,2,7,59000
episode_video27,podcast5,Foodie Adventures,user5,Light-Hearted Romantic Comedy,neutral,The practical tips in this video will definitely come in handy.,7,8,290000
episode_video1,podcast0,Tech Talk Daily,user0,The Quest for Mars,neutral,This video explained the concept so clearly. I finally get it!,4,6,72000
episode_video14,podcast2,True Crime Chronicles,user12,Architectural Wonders,positive,I appreciate the effort put into making this video. Well done!,7,3,392000
episode_video6,podcast0,Tech Talk Daily,user3,Wildlife Under the Sea,negative,I can't believe I've been missing out on this content. Subscribed!,2,1,58000
episode_video1,podcast0,Tech Talk Daily,user17,The Quest for Mars,positive,"I shared this video with my friends, it's too good to keep to myself.",8,2,28000
episode_video19,podcast2,True Crime Chronicles,user12,Innovation and Technology Today,positive,I learned something new today. Thanks for the informative video!,7,7,350000
episode_video27,podcast5,Foodie Adventures,user0,Light-Hearted Romantic Comedy,neutral,"The comments section brought me here, and I'm not disappointed.",7,7,98000
episode_video1,podcast0,Tech Talk Daily,user18,The Quest for Mars,neutral,I can't believe I've been missing out on this content. Subscribed!,7,9,65000
episode_video1,podcast0,Tech Talk Daily,user17,The Quest for Mars,positive,The presenter's sense of humor made this video enjoyable and fun.,3,5,240000
episode_video13,podcast1,Business Buzz,user15,Crime Solvers: Unsolved Mysteries,neutral,This video explained the concept so clearly. I finally get it!,10,2,306000
episode_video13,podcast1,Business Buzz,user0,Crime Solvers: Unsolved Mysteries,positive,"I shared this video with my friends, it's too good to keep to myself.",4,9,329000
episode_video28,podcast6,The Comedy Corner,user10,Edge of Your Seat Thrillers,neutral,I can't believe I've been missing out on this content. Subscribed!,4,3,125000
episode_video10,podcast1,Business Buzz,user10,The Enchanted Forest,negative,"The comments section brought me here, and I'm not disappointed.",2,3,105000
episode_video26,podcast4,Planet Earth Unplugged,user1,The Secrets of Science,neutral,I can't believe I've been missing out on this content. Subscribed!,0,10,181000
episode_video6,podcast0,Tech Talk Daily,user8,Wildlife Under the Sea,positive,"I shared this video with my friends, it's too good to keep to myself.",5,9,84000
episode_video8,podcast1,Business Buzz,user4,The Universe Unveiled,positive,I appreciate the effort put into making this video. Well done!,10,5,87000
episode_video34,podcast8,Fictional Worlds,user14,Mind-Bending Thrillers,negative,"I watched this video twice, it's that good! Kudos to the creator.",1,10,145000
episode_video21,podcast3,Mindful Living,user17,Inside the Human Mind,negative,I appreciate the effort put into making this video. Well done!,2,0,63000
episode_video4,podcast0,Tech Talk Daily,user14,Epic World History,neutral,I learned something new today. Thanks for the informative video!,1,5,273000
episode_video27,podcast5,Foodie Adventures,user5,Light-Hearted Romantic Comedy,neutral,This video explained the concept so clearly. I finally get it!,7,10,309000
episode_video37,podcast8,Fictional Worlds,user9,The Music of Nature,positive,I can't believe I've been missing out on this content. Subscribed!,9,3,320000
episode_video8,podcast1,Business Buzz,user15,The Universe Unveiled,positive,The practical tips in this video will definitely come in handy.,4,5,37000
episode_video31,podcast7,Historical Mysteries,user10,Ancient Myths and Legends,positive,The practical tips in this video will definitely come in handy.,2,8,7000
episode_video0,podcast0,Tech Talk Daily,user8,Exploring the Amazon Rainforest,neutral,I learned something new today. Thanks for the informative video!,2,2,285000
episode_video19,podcast2,True Crime Chronicles,user14,Innovation and Technology Today,negative,"I watched this video twice, it's that good! Kudos to the creator.",8,9,206000
episode_video28,podcast6,The Comedy Corner,user15,Edge of Your Seat Thrillers,neutral,This video explained the concept so clearly. I finally get it!,0,9,144000
episode_video4,podcast0,Tech Talk Daily,user4,Epic World History,positive,I appreciate the effort put into making this video. Well done!,5,4,274000
episode_video24,podcast4,Planet Earth Unplugged,user18,A Taste of Home,positive,The practical tips in this video will definitely come in handy.,5,4,226000
episode_video31,podcast7,Historical Mysteries,user4,Ancient Myths and Legends,positive,The practical tips in this video will definitely come in handy.,2,1,45000
episode_video0,podcast0,Tech Talk Daily,user1,Exploring the Amazon Rainforest,positive,"I watched this video twice, it's that good! Kudos to the creator.",5,9,325000
episode_video5,podcast0,Tech Talk Daily,user1,Culinary Delights of Italy,neutral,"I shared this video with my friends, it's too good to keep to myself.",6,1,89000
episode_video0,podcast0,Tech Talk Daily,user0,Exploring the Amazon Rainforest,negative,This video explained the concept so clearly. I finally get it!,4,5,153000
episode_video22,podcast3,Mindful Living,user8,Beautiful World Music,negative,"I watched this video twice, it's that good! Kudos to the creator.",0,2,137000
episode_video32,podcast7,Historical Mysteries,user3,The Quest for Adventure,positive,I can't believe I've been missing out on this content. Subscribed!,10,2,55000
episode_video22,podcast3,Mindful Living,user12,Beautiful World Music,negative,The presenter's sense of humor made this video enjoyable and fun.,5,2,147000
episode_video1,podcast0,Tech Talk Daily,user19,The Quest for Mars,negative,The presenter's sense of humor made this video enjoyable and fun.,1,5,230000
episode_video37,podcast8,Fictional Worlds,user12,The Music of Nature,positive,This video explained the concept so clearly. I finally get it!,0,10,7000
episode_video37,podcast8,Fictional Worlds,user15,The Music of Nature,negative,This video explained the concept so clearly. I finally get it!,1,3,226000
episode_video38,podcast9,Career Insights,user1,Planet Earth's Beauty,positive,The practical tips in this video will definitely come in handy.,1,9,116000
episode_video11,podcast1,Business Buzz,user2,Spectacular Sports Moments,neutral,"I shared this video with my friends, it's too good to keep to myself.",5,8,137000
episode_video20,podcast3,Mindful Living,user3,Mysteries of Ancient Egypt,neutral,The practical tips in this video will definitely come in handy.,2,8,26000
episode_video30,podcast7,Historical Mysteries,user1,Green Earth: Sustainable Living,negative,"I watched this video twice, it's that good! Kudos to the creator.",7,0,205000
episode_video34,podcast8,Fictional Worlds,user14,Mind-Bending Thrillers,neutral,"The comments section brought me here, and I'm not disappointed.",7,2,154000
episode_video35,podcast8,Fictional Worlds,user9,A World of Science,neutral,"I watched this video twice, it's that good! Kudos to the creator.",3,4,330000
episode_video17,podcast2,True Crime Chronicles,user11,Survival in the Wild,positive,I learned something new today. Thanks for the informative video!,8,9,178000
episode_video14,podcast2,True Crime Chronicles,user19,Architectural Wonders,positive,"The comments section brought me here, and I'm not disappointed.",1,10,147000
episode_video14,podcast2,True Crime Chronicles,user16,Architectural Wonders,positive,The practical tips in this video will definitely come in handy.,6,5,162000
episode_video2,podcast0,Tech Talk Daily,user3,Saving Endangered Species,neutral,The practical tips in this video will definitely come in handy.,10,10,165000
episode_video21,podcast3,Mindful Living,user19,Inside the Human Mind,positive,The presenter's sense of humor made this video enjoyable and fun.,10,9,123000
episode_video13,podcast1,Business Buzz,user6,Crime Solvers: Unsolved Mysteries,negative,"I watched this video twice, it's that good! Kudos to the creator.",5,9,149000
episode_video18,podcast2,True Crime Chronicles,user17,Epic Fantasy Adventures,negative,I can't believe I've been missing out on this content. Subscribed!,8,7,368000
episode_video26,podcast4,Planet Earth Unplugged,user4,The Secrets of Science,negative,The visuals in this video were amazing. I was glued to the screen.,3,6,177000
episode_video16,podcast2,True Crime Chronicles,user6,Laugh Out Loud Comedy Show,positive,"I watched this video twice, it's that good! Kudos to the creator.",1,10,19000
episode_video36,podcast8,Fictional Worlds,user5,Hilarious Sitcom Classics,negative,"I shared this video with my friends, it's too good to keep to myself.",6,6,175000
episode_video22,podcast3,Mindful Living,user14,Beautiful World Music,negative,"I watched this video twice, it's that good! Kudos to the creator.",10,9,238000
episode_video10,podcast1,Business Buzz,user14,The Enchanted Forest,positive,"I watched this video twice, it's that good! Kudos to the creator.",0,7,197000
episode_video8,podcast1,Business Buzz,user16,The Universe Unveiled,negative,The practical tips in this video will definitely come in handy.,0,3,35000
episode_video36,podcast8,Fictional Worlds,user15,Hilarious Sitcom Classics,positive,I learned something new today. Thanks for the informative video!,9,2,323000
episode_video8,podcast1,Business Buzz,user16,The Universe Unveiled,negative,"The comments section brought me here, and I'm not disappointed.",3,5,75000
episode_video23,podcast3,Mindful Living,user4,Legal Battles in the Courtroom,negative,"I shared this video with my friends, it's too good to keep to myself.",9,10,120000
episode_video16,podcast2,True Crime Chronicles,user17,Laugh Out Loud Comedy Show,negative,I learned something new today. Thanks for the informative video!,0,1,316000
episode_video5,podcast0,Tech Talk Daily,user6,Culinary Delights of Italy,negative,"I shared this video with my friends, it's too good to keep to myself.",0,5,241000
episode_video23,podcast3,Mindful Living,user8,Legal Battles in the Courtroom,neutral,I can't believe I've been missing out on this content. Subscribed!,9,2,168000
episode_video26,podcast4,Planet Earth Unplugged,user9,The Secrets of Science,neutral,"I shared this video with my friends, it's too good to keep to myself.",2,2,66000
episode_video21,podcast3,Mindful Living,user17,Inside the Human Mind,negative,I learned something new today. Thanks for the informative video!,6,10,209000
episode_video14,podcast2,True Crime Chronicles,user15,Architectural Wonders,negative,The presenter's sense of humor made this video enjoyable and fun.,10,3,96000
episode_video34,podcast8,Fictional Worlds,user7,Mind-Bending Thrillers,negative,I learned something new today. Thanks for the informative video!,6,2,159000
episode_video29,podcast7,Historical Mysteries,user7,Exploring World Art,positive,The presenter's sense of humor made this video enjoyable and fun.,3,1,230000
episode_video30,podcast7,Historical Mysteries,user5,Green Earth: Sustainable Living,neutral,"The comments section brought me here, and I'm not disappointed.",8,8,76000
episode_video16,podcast2,True Crime Chronicles,user18,Laugh Out Loud Comedy Show,positive,I appreciate the effort put into making this video. Well done!,6,1,366000
episode_video37,podcast8,Fictional Worlds,user16,The Music of Nature,neutral,The visuals in this video were amazing. I was glued to the screen.,10,9,271000
episode_video34,podcast8,Fictional Worlds,user0,Mind-Bending Thrillers,neutral,"I shared this video with my friends, it's too good to keep to myself.",4,3,242000
episode_video36,podcast8,Fictional Worlds,user8,Hilarious Sitcom Classics,negative,"The comments section brought me here, and I'm not disappointed.",2,2,56000
episode_video13,podcast1,Business Buzz,user6,Crime Solvers: Unsolved Mysteries,positive,"I shared this video with my friends, it's too good to keep to myself.",10,0,335000
episode_video11,podcast1,Business Buzz,user4,Spectacular Sports Moments,negative,"I shared this video with my friends, it's too good to keep to myself.",10,5,302000
episode_video7,podcast0,Tech Talk Daily,user1,Inspirational Stories of Resilience,positive,I appreciate the effort put into making this video. Well done!,1,5,155000
episode_video13,podcast1,Business Buzz,user16,Crime Solvers: Unsolved Mysteries,positive,I can't believe I've been missing out on this content. Subscribed!,4,2,339000
episode_video26,podcast4,Planet Earth Unplugged,user1,The Secrets of Science,neutral,I can't believe I've been missing out on this content. Subscribed!,6,7,128000
episode_video20,podcast3,Mindful Living,user14,Mysteries of Ancient Egypt,neutral,The visuals in this video were amazing. I was glued to the screen.,6,0,63000
episode_video34,podcast8,Fictional Worlds,user7,Mind-Bending Thrillers,negative,I learned something new today. Thanks for the informative video!,1,7,184000
episode_video33,podcast8,Fictional Worlds,user1,Emotional Human Journeys,positive,I appreciate the effort put into making this video. Well done!,9,7,140000
episode_video26,podcast4,Planet Earth Unplugged,user9,The Secrets of Science,neutral,"I shared this video with my friends, it's too good to keep to myself.",2,1,152000
episode_video2,podcast0,Tech Talk Daily,user13,Saving Endangered Species,negative,The visuals in this video were amazing. I was glued to the screen.,0,6,119000
episode_video7,podcast0,Tech Talk Daily,user10,Inspirational Stories of Resilience,positive,I learned something new today. Thanks for the informative video!,2,7,297000
episode_video19,podcast2,True Crime Chronicles,user6,Innovation and Technology Today,neutral,The practical tips in this video will definitely come in handy.,7,0,274000
episode_video31,podcast7,Historical Mysteries,user15,Ancient Myths and Legends,neutral,The visuals in this video were amazing. I was glued to the screen.,2,7,31000
episode_video3,podcast0,Tech Talk Daily,user11,The Art of Filmmaking,neutral,The visuals in this video were amazing. I was glued to the screen.,3,9,167000
episode_video13,podcast1,Business Buzz,user12,Crime Solvers: Unsolved Mysteries,negative,The practical tips in this video will definitely come in handy.,9,4,354000
episode_video34,podcast8,Fictional Worlds,user13,Mind-Bending Thrillers,neutral,"I shared this video with my friends, it's too good to keep to myself.",3,5,116000
episode_video16,podcast2,True Crime Chronicles,user11,Laugh Out Loud Comedy Show,neutral,"The comments section brought me here, and I'm not disappointed.",10,1,155000
episode_video1,podcast0,Tech Talk Daily,user5,The Quest for Mars,positive,"I shared this video with my friends, it's too good to keep to myself.",7,0,150000
episode_video13,podcast1,Business Buzz,user8,Crime Solvers: Unsolved Mysteries,positive,The practical tips in this video will definitely come in handy.,0,10,326000
episode_video14,podcast2,True Crime Chronicles,user4,Architectural Wonders,neutral,"I watched this video twice, it's that good! Kudos to the creator.",3,10,134000
episode_video10,podcast1,Business Buzz,user14,The Enchanted Forest,neutral,This video explained the concept so clearly. I finally get it!,3,0,85000
episode_video9,podcast1,Business Buzz,user11,Heartfelt Family Reunions,neutral,I appreciate the effort put into making this video. Well done!,2,4,256000
